,0
209,0.4
210,0.0
211,1.0
212,0.8
213,1.0
214,1.0
215,0.1
216,0.9
217,0.2
218,0.1
219,0.3
220,0.1
221,0.4
222,1.0
223,0.0
224,0.3
225,1.0
226,0.2
227,0.2
228,1.0
229,0.1
230,1.0
231,1.0
232,1.0
233,0.4
234,0.0
235,1.0
236,0.0
237,0.1
238,0.3
239,1.0
240,0.2
241,0.3
242,0.7
243,0.1
244,0.8
245,1.0
246,0.1
247,1.0
248,0.0
249,0.2
250,0.0
251,0.3
252,1.0
253,0.1
254,1.0
255,0.0
256,1.0
257,1.0
258,0.2
259,0.6
260,0.6
261,0.5
262,0.5
263,0.4
264,0.1
265,1.0
266,1.0
267,0.2
268,0.3
269,0.0
270,1.0
271,0.2
272,1.0
273,0.0
274,0.1
275,0.5
276,1.0
277,1.0
278,1.0
279,1.0
280,0.7
281,1.0
282,0.3
283,0.1
284,0.1
285,1.0
286,1.0
287,0.3
288,0.1
289,0.9
290,1.0
291,0.4
292,0.2
293,1.0
294,0.2
295,0.7
296,0.1
297,0.3
298,1.0
299,0.6
300,1.0
301,0.9
302,1.0
303,1.0
304,0.2
305,1.0
306,0.0
307,0.4
308,1.0
309,0.8
310,0.1
311,0.8
312,1.0
313,1.0
314,1.0
315,1.0
316,0.4
317,1.0
318,0.0
319,1.0
320,0.3
321,0.2
322,0.1
323,1.0
324,0.8
325,1.0
326,1.0
327,1.0
328,0.5
329,0.9
330,1.0
331,1.0
332,0.2
333,0.6
334,0.6
335,1.0
336,0.1
337,0.1
338,0.2
339,1.0
340,0.6
341,0.0
342,0.1
343,0.4
344,0.6
345,1.0
346,0.0
347,0.1
348,0.0
349,0.0
350,1.0
351,1.0
352,1.0
353,1.0
354,1.0
355,0.6
356,1.0
357,1.0
358,0.4
359,0.1
360,1.0
361,0.1
362,0.0
363,1.0
364,0.6
365,1.0
366,1.0
367,1.0
368,0.5
369,1.0
370,1.0
371,0.7
372,1.0
373,1.0
374,0.8
375,0.7
376,1.0
377,0.3
378,1.0
379,1.0
380,0.6
381,0.0
382,0.1
383,1.0
384,0.5
385,1.0
386,1.0
387,0.7
388,0.2
389,1.0
390,1.0
391,1.0
392,1.0
393,1.0
394,0.2
395,0.4
396,0.2
397,0.4
398,0.9
399,1.0
400,0.0
401,1.0
402,0.0
403,0.3
404,0.6
405,0.0
406,1.0
407,1.0
408,1.0
409,0.1
410,0.5
411,1.0
412,0.6
413,0.0
414,0.4
415,1.0
416,0.3
417,0.1
418,1.0
419,0.3
420,0.1
421,1.0
422,0.3
423,0.1
424,1.0
425,0.6
426,1.0
427,0.3
428,1.0
429,0.0
430,0.4
431,0.4
432,0.3
433,1.0
434,1.0
435,1.0
436,0.2
437,0.5
438,0.3
439,0.0
440,0.7
441,0.1
442,0.2
443,1.0
444,1.0
445,0.3
446,0.3
447,0.5
448,0.3
449,0.2
450,1.0
451,1.0
452,0.4
453,1.0
454,1.0
455,1.0
456,1.0
457,1.0
458,0.2
459,1.0
460,0.1
461,0.6
462,1.0
463,0.8
464,0.6
465,0.3
466,1.0
467,1.0
468,1.0
469,1.0
470,0.1
471,0.5
472,0.0
473,0.8
474,0.2
475,0.9
476,1.0
477,1.0
478,1.0
479,1.0
480,1.0
481,0.6
482,0.6
483,0.3
484,0.2
485,0.2
486,0.5
487,1.0
488,1.0
489,0.3
490,1.0
491,1.0
492,1.0
493,1.0
494,0.2
495,0.3
496,1.0
497,0.1
498,0.3
499,1.0
500,1.0
501,0.8
502,1.0
503,0.1
504,0.6
505,0.6
506,0.4
507,0.3
508,1.0
509,0.1
510,1.0
511,0.0
512,0.4
513,0.5
514,0.5
515,0.7
516,0.1
517,0.3
518,1.0
519,0.4
520,1.0
521,0.0
522,0.4
523,1.0
524,0.1
525,0.2
526,1.0
527,0.4
528,1.0
529,0.8
530,1.0
531,1.0
532,1.0
533,1.0
534,1.0
535,0.0
536,0.5
537,0.1
538,1.0
539,1.0
540,0.3
541,1.0
542,1.0
543,0.0
544,0.6
545,0.0
546,1.0
547,0.0
548,0.4
549,1.0
550,1.0
551,1.0
552,1.0
553,0.7
554,0.9
555,1.0
556,1.0
557,0.1
558,1.0
559,0.6
560,0.4
561,1.0
562,0.1
563,1.0
564,0.2
565,0.2
566,1.0
567,1.0
568,0.0
569,0.2
570,0.0
571,1.0
572,0.5
573,0.2
574,0.3
575,0.4
576,1.0
577,0.5
578,0.8
579,1.0
580,1.0
581,0.7
582,1.0
583,0.0
584,1.0
585,1.0
586,0.5
587,0.1
588,1.0
589,0.1
590,1.0
591,1.0
592,0.0
593,0.4
594,1.0
595,0.0
596,1.0
597,0.3
598,0.0
599,0.3
600,0.1
601,0.4
602,0.2
603,0.1
604,0.2
605,0.8
606,1.0
607,1.0
608,1.0
609,0.9
610,0.2
611,0.1
612,0.3
613,0.0
614,0.5
615,0.6
616,0.3
617,1.0
618,1.0
619,0.1
620,1.0
621,1.0
622,0.2
623,1.0
624,0.8
625,1.0
626,0.0
627,1.0
628,1.0
629,1.0
630,0.4
631,0.7
632,0.2
633,0.6
634,0.0
635,0.0
636,0.3
637,0.0
638,0.8
639,1.0
640,1.0
641,0.3
642,0.0
643,0.3
644,1.0
645,0.0
646,0.2
647,0.1
648,0.1
649,0.0
650,0.8
651,0.4
652,0.3
653,1.0
654,1.0
655,1.0
656,0.5
657,1.0
658,1.0
659,1.0
660,0.9
661,0.1
662,0.5
663,1.0
664,0.2
665,0.2
666,0.2
667,0.2
668,0.4
669,0.5
670,0.4
671,0.4
672,0.0
673,0.4
674,0.1
675,0.1
676,0.3
677,1.0
678,0.4
679,0.6
680,0.1
681,0.1
682,1.0
683,1.0
684,0.2
685,0.7
686,0.1
687,1.0
688,0.2
689,0.1
690,1.0
691,0.1
692,1.0
693,1.0
694,0.1
695,1.0
696,1.0
697,1.0
698,0.1
699,0.6
700,1.0
701,0.6
702,0.2
703,0.6
704,0.1
705,0.0
706,0.0
707,1.0
708,0.4
709,1.0
710,0.4
711,0.3
712,0.8
713,0.1
714,0.0
715,1.0
716,1.0
717,0.3
718,0.0
719,1.0
720,1.0
721,0.0
722,0.3
723,0.2
724,1.0
725,0.6
726,0.1
727,0.4
728,0.5
729,1.0
730,1.0
731,1.0
732,1.0
733,1.0
734,1.0
735,0.6
736,1.0
737,1.0
738,1.0
739,0.5
740,0.4
741,1.0
742,0.2
743,0.4
744,1.0
745,0.5
746,1.0
747,0.0
748,1.0
749,1.0
750,0.3
751,0.1
752,0.5
753,0.8
754,1.0
755,0.4
756,0.8
757,0.0
758,0.0
759,1.0
760,0.5
761,0.4
762,0.7
763,1.0
764,0.2
765,1.0
766,0.0
767,0.2
768,0.1
769,0.5
770,0.0
771,1.0
772,1.0
773,1.0
774,1.0
775,0.6
776,0.2
777,0.0
778,0.0
779,1.0
780,0.2
781,1.0
782,0.6
783,1.0
784,0.8
785,0.1
786,1.0
787,1.0
788,0.0
789,0.4
790,0.2
791,1.0
792,0.4
793,0.2
794,1.0
795,1.0
796,1.0
797,1.0
798,0.7
799,0.1
800,0.0
801,1.0
802,1.0
803,1.0
804,1.0
805,0.4
806,1.0
807,0.2
808,0.3
809,1.0
810,1.0
811,0.4
812,0.9
813,1.0
814,0.4
815,0.4
816,1.0
817,0.6
818,0.0
819,0.0
820,0.3
821,1.0
822,0.5
823,0.1
824,1.0
825,1.0
826,1.0
827,0.0
828,1.0
829,1.0
830,0.4
831,0.7
832,0.5
833,0.7
834,0.1
835,1.0
836,1.0
837,0.2
838,0.1
839,1.0
840,0.1
841,1.0
842,1.0
843,0.1
844,0.0
845,0.5
846,0.4
847,0.2
848,0.0
849,0.4
850,0.4
851,0.4
852,0.2
853,0.2
854,0.4
855,0.4
856,0.2
857,1.0
858,1.0
859,0.2
860,0.0
861,1.0
862,0.0
863,0.1
864,0.6
865,0.4
866,1.0
867,1.0
868,1.0
869,1.0
870,0.7
871,1.0
872,0.9
873,1.0
874,0.2
875,1.0
876,0.1
877,1.0
878,0.8
879,1.0
880,1.0
881,0.2
882,1.0
883,0.1
884,0.3
885,0.0
886,0.0
887,1.0
888,1.0
889,0.5
890,1.0
891,0.0
892,0.7
893,0.1
894,0.7
895,0.4
896,1.0
897,0.2
898,0.1
899,0.2
900,1.0
901,0.1
902,1.0
903,1.0
904,1.0
905,1.0
906,1.0
907,0.1
908,0.2
909,0.0
910,0.0
911,0.2
912,1.0
913,1.0
914,0.2
915,1.0
916,1.0
917,1.0
918,1.0
919,1.0
920,0.8
921,0.4
922,0.1
923,0.2
924,0.0
925,0.3
926,0.1
927,0.8
928,0.7
929,0.1
930,0.0
931,0.3
932,1.0
933,0.2
934,0.2
935,1.0
936,0.8
937,0.6
938,0.2
939,1.0
940,1.0
941,0.0
942,0.9
943,0.0
944,1.0
945,0.0
946,0.2
947,1.0
948,0.4
949,1.0
950,1.0
951,0.0
952,1.0
953,0.6
954,0.5
955,1.0
956,1.0
957,0.8
958,0.2
959,0.3
960,0.2
961,0.8
962,0.3
963,0.9
964,1.0
965,1.0
966,1.0
967,1.0
968,0.6
969,1.0
970,0.2
971,1.0
972,1.0
973,0.2
974,0.2
975,1.0
976,0.3
977,0.4
978,0.0
979,0.5
980,0.3
981,1.0
982,1.0
983,1.0
984,1.0
985,1.0
986,0.4
987,1.0
988,0.3
989,1.0
990,0.0
991,1.0
992,1.0
993,0.0
994,1.0
995,0.3
996,0.4
997,0.0
998,0.3
999,1.0
1000,0.4
1001,1.0
1002,1.0
1003,1.0
1004,0.6
1005,1.0
1006,0.6
1007,1.0
1008,0.2
1009,0.1
1010,0.0
1011,0.4
1012,1.0
1013,1.0
1014,1.0
1015,1.0
1016,1.0
1017,1.0
1018,0.0
1019,0.7
1020,1.0
1021,0.2
1022,0.3
1023,1.0
1024,0.2
1025,0.5
1026,0.0
1027,1.0
1028,0.7
1029,0.0
1030,1.0
1031,1.0
1032,1.0
1033,1.0
1034,1.0
1035,0.3
1036,0.7
1037,0.6
1038,0.4
1039,1.0
1040,1.0
1041,0.6
1042,0.7
1043,1.0
1044,0.4
1045,0.2
1046,1.0
1047,0.7
1048,1.0
1049,0.4
1050,0.8
1051,0.1
1052,1.0
1053,0.5
1054,1.0
1055,1.0
1056,1.0
1057,1.0
1058,0.5
1059,0.1
1060,0.7
1061,1.0
1062,0.1
1063,1.0
1064,1.0
1065,0.3
1066,1.0
1067,1.0
1068,1.0
1069,1.0
1070,0.4
1071,1.0
1072,1.0
1073,0.1
1074,0.4
1075,0.0
1076,1.0
1077,0.3
1078,1.0
1079,0.2
1080,0.3
1081,0.4
1082,1.0
1083,1.0
1084,0.0
1085,0.2
1086,0.7
1087,0.1
1088,1.0
1089,0.4
1090,0.1
1091,0.0
1092,0.0
1093,0.3
1094,1.0
1095,0.1
1096,0.3
1097,1.0
1098,1.0
1099,0.5
1100,0.4
1101,1.0
1102,0.0
1103,0.8
1104,0.0
1105,0.4
1106,1.0
1107,0.5
1108,0.6
1109,1.0
1110,0.1
1111,1.0
1112,1.0
1113,0.6
1114,1.0
1115,1.0
1116,1.0
1117,0.1
1118,0.3
1119,0.3
1120,1.0
1121,1.0
1122,0.7
1123,1.0
1124,0.6
1125,0.8
1126,0.3
1127,1.0
1128,0.2
1129,0.1
1130,0.1
1131,1.0
1132,1.0
1133,0.0
1134,0.6
1135,1.0
1136,1.0
1137,0.2
1138,1.0
1139,0.0
1140,0.3
1141,1.0
1142,0.0
1143,0.7
1144,1.0
1145,1.0
1146,0.6
1147,0.4
1148,1.0
1149,1.0
1150,0.3
1151,1.0
1152,1.0
1153,1.0
1154,1.0
1155,0.0
1156,1.0
1157,1.0
1158,0.4
1159,0.3
1160,1.0
1161,0.9
1162,0.0
1163,1.0
1164,0.2
1165,0.1
1166,1.0
1167,0.0
1168,1.0
1169,0.0
1170,0.1
1171,1.0
1172,0.3
1173,0.2
1174,1.0
1175,0.5
1176,0.5
1177,0.1
1178,0.0
1179,0.1
1180,1.0
1181,0.0
1182,0.6
1183,0.3
1184,0.5
1185,1.0
1186,0.5
1187,0.4
1188,1.0
1189,0.2
1190,0.4
1191,0.0
1192,1.0
1193,0.0
1194,0.2
1195,1.0
1196,0.0
1197,1.0
1198,0.0
1199,0.9
1200,0.0
1201,0.1
1202,1.0
1203,1.0
1204,0.4
1205,1.0
1206,1.0
1207,0.2
1208,1.0
1209,0.1
1210,0.1
1211,1.0
1212,0.1
1213,1.0
1214,1.0
1215,0.2
1216,0.5
1217,0.8
1218,1.0
1219,1.0
1220,0.4
1221,1.0
1222,0.3
1223,0.4
1224,0.7
1225,0.3
1226,0.3
1227,0.5
1228,0.4
1229,0.4
1230,0.0
1231,0.2
1232,0.3
1233,1.0
1234,0.2
1235,0.3
1236,0.2
1237,1.0
1238,1.0
1239,0.3
1240,0.2
1241,0.2
1242,0.2
1243,1.0
1244,0.4
1245,0.0
1246,0.5
1247,1.0
1248,0.5
1249,1.0
1250,0.4
1251,0.3
1252,0.1
1253,0.5
1254,0.3
1255,1.0
1256,0.0
1257,0.5
1258,0.7
1259,0.4
1260,0.2
1261,1.0
1262,1.0
1263,1.0
1264,1.0
1265,0.8
1266,0.4
1267,0.0
1268,1.0
1269,0.3
1270,1.0
1271,0.2
1272,1.0
1273,1.0
1274,0.0
1275,0.1
1276,0.1
1277,1.0
1278,1.0
1279,0.4
1280,1.0
1281,0.1
1282,1.0
1283,0.5
1284,1.0
1285,0.7
1286,0.4
1287,1.0
1288,0.2
1289,1.0
1290,1.0
1291,0.1
1292,0.3
1293,0.3
1294,1.0
1295,1.0
1296,1.0
1297,0.4
1298,0.2
1299,0.5
1300,1.0
1301,0.5
1302,0.2
1303,0.3
1304,0.8
1305,0.3
1306,1.0
1307,1.0
1308,0.1
1309,0.0
1310,0.3
1311,0.0
1312,1.0
1313,0.4
1314,0.3
1315,0.8
1316,0.1
1317,1.0
1318,1.0
1319,1.0
1320,1.0
1321,0.9
1322,0.5
1323,1.0
1324,0.3
1325,0.1
1326,0.4
1327,0.2
1328,1.0
1329,0.0
1330,0.0
1331,0.5
1332,1.0
1333,0.3
1334,0.4
1335,0.1
1336,1.0
1337,0.5
1338,0.2
1339,0.2
1340,0.1
1341,1.0
1342,0.4
1343,0.6
1344,1.0
1345,1.0
1346,0.2
1347,0.3
1348,0.8
1349,0.4
1350,1.0
1351,1.0
1352,0.2
1353,0.0
1354,1.0
1355,1.0
1356,0.2
1357,0.2
1358,1.0
1359,1.0
1360,1.0
1361,0.2
1362,0.6
1363,1.0
1364,1.0
1365,1.0
1366,0.1
1367,0.0
1368,1.0
1369,0.5
1370,1.0
1371,1.0
1372,1.0
1373,1.0
1374,0.0
1375,1.0
1376,1.0
1377,1.0
1378,0.6
1379,0.6
1380,0.4
1381,1.0
1382,1.0
1383,1.0
1384,1.0
1385,0.2
1386,0.1
1387,0.1
1388,1.0
1389,1.0
1390,0.7
1391,1.0
1392,1.0
1393,1.0
1394,1.0
1395,0.7
1396,0.1
1397,1.0
1398,1.0
1399,1.0
1400,0.0
1401,0.5
1402,0.6
1403,0.0
1404,0.1
1405,0.8
1406,0.8
1407,1.0
1408,0.0
1409,1.0
1410,1.0
1411,0.0
1412,1.0
1413,1.0
1414,0.3
1415,0.3
1416,1.0
1417,0.4
1418,0.4
1419,0.2
1420,0.4
1421,0.0
1422,1.0
1423,1.0
1424,1.0
1425,0.1
1426,0.5
1427,1.0
1428,1.0
1429,1.0
1430,1.0
1431,0.0
1432,1.0
1433,0.4
1434,1.0
1435,1.0
1436,0.4
1437,0.8
1438,1.0
1439,0.1
1440,0.1
1441,1.0
1442,0.4
1443,0.4
1444,1.0
1445,1.0
1446,0.8
1447,1.0
1448,1.0
1449,1.0
1450,0.3
1451,1.0
1452,1.0
1453,1.0
1454,1.0
1455,0.0
1456,1.0
1457,0.6
1458,1.0
1459,0.1
1460,1.0
1461,1.0
1462,0.2
1463,1.0
1464,1.0
1465,0.1
1466,1.0
1467,0.4
1468,1.0
1469,0.5
1470,1.0
1471,1.0
1472,0.0
1473,0.6
1474,0.2
1475,0.0
1476,0.2
1477,1.0
1478,0.4
1479,0.4
1480,1.0
1481,1.0
1482,0.4
1483,0.3
1484,0.1
1485,0.0
1486,0.9
1487,1.0
1488,1.0
1489,0.1
1490,0.1
1491,1.0
1492,0.2
1493,0.8
1494,1.0
1495,0.0
1496,1.0
1497,0.8
1498,0.4
1499,0.4
1500,0.9
1501,1.0
1502,0.9
1503,0.1
1504,0.3
1505,1.0
1506,1.0
1507,0.5
1508,0.1
1509,1.0
1510,0.0
1511,0.3
1512,1.0
1513,1.0
1514,1.0
1515,0.6
1516,0.7
1517,1.0
1518,0.4
1519,0.7
1520,0.4
1521,0.0
1522,0.0
1523,1.0
1524,0.2
1525,0.4
1526,0.6
1527,1.0
1528,1.0
1529,0.8
1530,1.0
1531,1.0
1532,1.0
1533,1.0
1534,0.7
1535,1.0
1536,1.0
1537,1.0
1538,1.0
1539,0.3
1540,0.0
1541,0.7
1542,1.0
1543,1.0
1544,0.7
1545,1.0
1546,0.7
1547,0.3
1548,1.0
1549,1.0
1550,0.1
1551,0.0
1552,1.0
1553,1.0
1554,0.7
1555,0.3
1556,0.1
1557,1.0
1558,1.0
1559,1.0
1560,1.0
1561,0.1
1562,0.5
1563,1.0
1564,0.0
1565,1.0
1566,0.9
1567,0.3
1568,1.0
1569,1.0
1570,0.4
1571,0.1
1572,0.1
1573,0.2
1574,1.0
1575,0.2
1576,0.3
1577,0.1
1578,1.0
1579,1.0
1580,0.0
1581,0.0
1582,0.5
1583,0.2
1584,0.4
1585,1.0
1586,1.0
1587,0.2
1588,0.2
1589,0.6
1590,0.2
1591,0.6
1592,0.3
1593,0.3
1594,0.2
1595,0.1
1596,1.0
1597,1.0
1598,1.0
1599,0.3
1600,1.0
1601,1.0
1602,0.7
1603,1.0
1604,0.0
1605,1.0
1606,0.8
1607,0.3
1608,0.2
1609,0.1
1610,0.3
1611,0.4
1612,1.0
1613,0.4
1614,1.0
1615,1.0
1616,1.0
1617,1.0
1618,0.0
1619,1.0
1620,1.0
1621,0.2
1622,0.2
1623,0.0
1624,0.4
1625,1.0
1626,1.0
1627,0.0
1628,0.1
1629,0.4
1630,0.9
1631,1.0
1632,0.5
1633,1.0
1634,1.0
1635,1.0
1636,0.0
1637,0.1
1638,0.2
1639,0.7
1640,0.2
1641,1.0
1642,0.7
1643,0.1
1644,0.0
1645,1.0
1646,0.4
1647,0.1
1648,1.0
1649,1.0
1650,1.0
1651,1.0
1652,0.1
1653,0.0
1654,0.7
1655,1.0
1656,1.0
1657,0.2
1658,0.6
1659,0.8
1660,1.0
1661,0.5
1662,0.0
1663,0.0
1664,0.8
1665,1.0
1666,0.1
1667,1.0
1668,1.0
1669,1.0
1670,1.0
1671,1.0
1672,0.2
1673,1.0
1674,0.3
1675,1.0
1676,0.3
1677,1.0
1678,1.0
1679,0.8
1680,1.0
1681,0.5
1682,1.0
1683,0.6
1684,0.2
1685,0.1
1686,0.5
1687,1.0
1688,0.0
1689,0.0
1690,1.0
1691,0.1
1692,1.0
1693,0.6
1694,1.0
1695,0.5
1696,1.0
1697,1.0
1698,1.0
1699,1.0
1700,0.4
1701,0.3
1702,1.0
1703,1.0
1704,1.0
1705,1.0
1706,0.5
1707,1.0
1708,0.0
1709,1.0
1710,1.0
1711,1.0
1712,0.2
1713,1.0
1714,0.4
1715,0.5
1716,1.0
1717,0.8
1718,0.0
1719,1.0
1720,0.4
1721,0.2
1722,0.8
1723,1.0
1724,0.4
1725,0.8
1726,0.0
1727,1.0
1728,0.2
1729,0.0
1730,1.0
1731,0.4
1732,1.0
1733,1.0
1734,0.2
1735,1.0
1736,1.0
1737,1.0
1738,1.0
1739,0.0
1740,0.4
1741,0.3
1742,0.0
1743,0.2
1744,1.0
1745,1.0
1746,0.2
1747,0.6
1748,0.0
1749,0.7
1750,0.4
1751,0.1
1752,0.1
1753,1.0
1754,0.1
1755,0.6
1756,1.0
1757,0.2
1758,1.0
1759,1.0
1760,1.0
1761,0.6
1762,0.6
1763,1.0
1764,0.3
1765,1.0
1766,0.1
1767,0.0
1768,0.2
1769,1.0
1770,0.0
1771,0.2
1772,1.0
1773,0.4
1774,1.0
1775,0.1
1776,1.0
1777,0.1
1778,1.0
1779,1.0
1780,1.0
1781,0.4
1782,1.0
1783,0.6
1784,1.0
1785,0.2
1786,1.0
1787,1.0
1788,1.0
1789,1.0
1790,1.0
1791,0.4
1792,0.0
1793,1.0
1794,1.0
1795,1.0
1796,1.0
1797,0.5
1798,0.6
1799,1.0
1800,1.0
1801,0.2
1802,1.0
1803,1.0
1804,1.0
1805,0.9
1806,0.9
1807,0.1
1808,1.0
1809,0.1
1810,1.0
1811,0.6
1812,1.0
1813,0.3
1814,0.1
1815,1.0
1816,1.0
1817,0.8
1818,0.3
1819,0.5
1820,0.4
1821,0.2
1822,1.0
1823,1.0
1824,0.0
1825,1.0
1826,0.1
1827,0.3
1828,1.0
1829,1.0
1830,0.1
1831,0.1
1832,0.5
1833,0.6
1834,0.0
1835,0.1
1836,0.1
1837,0.2
1838,0.3
1839,1.0
1840,0.2
1841,0.4
1842,0.3
1843,1.0
1844,0.7
1845,0.1
1846,0.1
1847,1.0
1848,0.6
1849,1.0
1850,1.0
1851,1.0
1852,0.0
1853,0.8
1854,0.4
1855,1.0
1856,1.0
1857,1.0
1858,0.4
1859,0.0
1860,0.0
1861,0.7
1862,1.0
1863,1.0
1864,1.0
1865,0.1
1866,1.0
1867,1.0
1868,0.5
1869,1.0
1870,0.4
1871,0.2
1872,1.0
1873,1.0
1874,0.6
1875,1.0
1876,0.4
1877,0.4
1878,1.0
1879,0.5
1880,1.0
1881,1.0
1882,1.0
1883,0.4
1884,1.0
1885,1.0
1886,0.0
1887,1.0
1888,1.0
1889,1.0
1890,0.0
1891,1.0
1892,1.0
1893,0.0
1894,1.0
1895,0.5
1896,0.1
1897,1.0
1898,0.1
1899,0.5
1900,0.0
1901,0.5
1902,1.0
1903,0.3
1904,1.0
1905,1.0
1906,0.1
1907,0.5
1908,0.3
1909,0.5
1910,1.0
1911,0.1
1912,1.0
1913,0.2
1914,1.0
1915,0.3
1916,1.0
1917,0.0
1918,0.0
1919,0.0
1920,1.0
1921,0.4
1922,0.2
1923,0.0
1924,0.2
1925,1.0
1926,0.2
1927,0.7
1928,0.5
1929,0.0
1930,0.0
1931,0.5
1932,1.0
1933,1.0
1934,0.7
1935,0.2
1936,1.0
1937,0.0
1938,1.0
1939,1.0
1940,1.0
1941,0.5
1942,0.9
1943,1.0
1944,0.2
1945,1.0
1946,0.2
1947,0.3
1948,0.0
1949,0.0
1950,1.0
1951,0.0
1952,0.1
1953,1.0
1954,1.0
1955,0.5
1956,1.0
1957,0.8
1958,0.0
1959,1.0
1960,0.0
1961,0.4
1962,1.0
1963,1.0
1964,0.1
1965,0.4
1966,0.0
1967,1.0
1968,1.0
1969,0.4
1970,0.6
1971,1.0
1972,0.4
1973,0.9
1974,0.6
1975,0.1
1976,1.0
1977,0.0
1978,0.1
1979,0.1
1980,1.0
1981,1.0
1982,0.0
1983,0.4
1984,1.0
1985,0.2
1986,1.0
1987,0.1
1988,1.0
1989,0.0
1990,1.0
1991,0.2
1992,0.4
1993,0.5
1994,1.0
1995,1.0
1996,0.1
1997,0.2
1998,0.4
1999,1.0
2000,1.0
2001,0.1
2002,1.0
2003,1.0
2004,0.4
2005,0.6
2006,1.0
2007,0.3
2008,1.0
2009,0.9
2010,0.2
2011,0.1
2012,0.3
2013,0.1
2014,0.3
2015,0.1
2016,0.2
2017,1.0
2018,1.0
2019,1.0
2020,1.0
2021,0.4
2022,0.2
2023,0.5
2024,0.0
2025,0.5
2026,0.0
2027,0.7
2028,1.0
2029,0.5
2030,1.0
2031,0.0
2032,1.0
2033,1.0
2034,0.0
2035,1.0
2036,0.0
2037,0.6
2038,0.3
2039,1.0
2040,1.0
2041,0.4
2042,1.0
2043,0.6
2044,0.2
2045,0.0
2046,1.0
2047,1.0
2048,1.0
2049,0.1
2050,1.0
2051,1.0
2052,0.4
2053,0.3
2054,0.2
2055,0.2
2056,1.0
2057,0.0
2058,1.0
2059,1.0
2060,1.0
2061,0.5
2062,0.4
2063,1.0
2064,0.0
2065,0.3
2066,0.5
2067,1.0
2068,0.4
2069,0.1
2070,0.0
2071,1.0
2072,0.1
2073,0.1
2074,1.0
2075,0.8
2076,1.0
2077,1.0
2078,0.4
2079,0.0
2080,1.0
2081,0.1
2082,1.0
2083,1.0
2084,1.0
2085,0.7
2086,1.0
2087,0.3
2088,1.0
2089,0.3
2090,1.0
2091,0.1
2092,0.6
2093,0.1
2094,0.4
2095,0.4
2096,0.2
2097,0.5
2098,0.1
2099,0.0
2100,1.0
2101,1.0
2102,1.0
2103,1.0
2104,0.0
2105,0.2
2106,1.0
2107,1.0
2108,0.4
2109,1.0
2110,1.0
2111,1.0
2112,0.4
2113,0.1
2114,0.7
2115,0.0
2116,0.7
2117,1.0
2118,0.2
2119,0.4
2120,0.3
2121,1.0
2122,0.8
2123,0.0
2124,1.0
2125,0.0
2126,0.7
2127,1.0
2128,1.0
2129,0.4
2130,0.3
2131,1.0
2132,1.0
2133,1.0
2134,0.9
2135,0.2
2136,0.3
2137,0.1
2138,1.0
2139,0.5
2140,1.0
2141,1.0
